Dot Point Measurements

Generated: Tuesday 24 January 2023 14:53:07

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	Frame info 1	Frame info 2	Frame info 3	Frame info 4	Frame info 5	Frame info 6	BROAD	MORPHOLOGY	TYPE	RELIEF	CODE				Radius %
36_1_01_Left_MAH00222.MP4_0072233.jpg	      0		802	31													36	1					Unconsolidated	Sand	mud (fine sand)		82001015				66.2
36_1_01_Left_MAH00222.MP4_0072233.jpg	      0		786	47													36	1					Unconsolidated	Sand	mud (fine sand)		82001015				64.7
36_1_01_Left_MAH00222.MP4_0072233.jpg	      0		678	1485													36	1					Unconsolidated	Sand	mud (fine sand)		82001015				74.6
36_1_01_Left_MAH00222.MP4_0072233.jpg	      0		1019	95													36	1					Unconsolidated	Sand	mud (fine sand)		82001015				63.9
36_1_01_Left_MAH00222.MP4_0072233.jpg	      0		731	736													36	1					Unconsolidated	Sand	mud (fine sand)		82001015				5.9
36_1_01_Left_MAH00222.MP4_0072233.jpg	      0		606	38													36	1					Unconsolidated	Sand	mud (fine sand)		82001015				67.9
36_1_01_Left_MAH00222.MP4_0072233.jpg	      0		988	984													36	1					Unconsolidated	Sand	mud (fine sand)		82001015				31.9
36_1_01_Left_MAH00222.MP4_0072233.jpg	      0		862	44													36	1					Unconsolidated	Sand	mud (fine sand)		82001015				65.2
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		972	809													37	1					Sponges	Hollow forms			10000909				35.4
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		642	832													37	1					Sponges	Erect forms			10000912				35.6
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		909	1005													37	1					Unknown								13.7
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		776	444													37	1					Unconsolidated	Sand	mud (fine sand)		82001015				71.7
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		919	1788													37	1					Unknown								75.5
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		1072	412													37	1					Sponges	Small mixed			10000000				79.5
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		878	1710													37	1					Unknown								66.6
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		583	215													37	1					Sponges	Hollow forms			10000909				100.0
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		849	1809													37	1					Octocoral/Black	Whip			11168917				77.2
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		935	1575													37	1					Unconsolidated	Sand	mud (fine sand)		82001015				52.9
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		861	542													37	1					Sponges	Small mixed			10000000				60.9
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		710	1516													37	1					Octocoral/Black	Branching (3D)			11168902				46.9
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		894	569													37	1					Unconsolidated	Sand	mud (fine sand)		82001015				58.3
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		798	413													37	1					Unconsolidated	Sand	mud (fine sand)		82001015				74.9
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		950	1423													37	1					Unconsolidated	Sand	mud (fine sand)		82001015				37.5
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		906	1450													37	1					Unconsolidated	Sand	mud (fine sand)		82001015				39.0
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		835	807													37	1					Sponges	Erect forms			10000912				32.0
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		901	1771													37	1					Unknown								73.4
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		590	1484													37	1					Sponges	Erect forms			10000912				49.1
37_1_01_Left_MAH00216.MP4_0073378.jpg	      0		574	1440													37	1					Sponges	Erect forms			10000912				46.1
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		663	638													38	1					Octocoral/Black	Branching (3D)			11168902				38.9
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		795	1835													38	1					Unknown								90.7
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		635	714													38	1					Octocoral/Black	Branching (3D)			11168902				33.0
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		709	453													38	1					Octocoral/Black	Branching (3D)			11168902				56.5
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		923	1413													38	1					Invertebrate Complex	Complex 1							47.9
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		913	1555													38	1					Unknown								62.3
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		929	388													38	1					Invertebrate Complex	Complex 1							64.1
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		824	1847													38	1					Unknown								92.0
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		735	532													38	1					Octocoral/Black	Fan (2D)			11168912				47.8
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		734	1186													38	1					Octocoral/Black	Fan (2D)			11168912				23.0
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		890	1727													38	1					Octocoral/Black	Fan (2D)			11168912				79.8
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		1027	1347													38	1					Unconsolidated	Sand	mud (fine sand)		82001015				45.9
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		952	1690													38	1					Unknown								77.0
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		1028	798													38	1					Unconsolidated	Sand	mud (fine sand)		82001015				30.9
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		970	982													38	1					Unconsolidated	Sand	mud (fine sand)		82001015				18.2
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		682	99													38	1					Unknown								94.0
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		699	524													38	1					Unknown								49.3
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		543	1040													38	1					Unknown								27.9
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		698	40													38	1					Unknown								100.0
38_1_01_Left_MAH00254.MP4_0077993.jpg	      0		623	766													38	1					Octocoral/Black	Branching (3D)			11168902				29.2
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		736	229													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				77.9
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		687	1892													39	1					Sponges	Erect forms			10000912				100.0
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		611	1279													39	1					Sponges	Erect forms			10000912				41.6
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		582	121													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				92.7
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		881	1453													39	1					Unknown								52.5
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		682	701													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				31.9
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		1010	505													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				51.3
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		719	1088													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				18.7
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		1060	1263													39	1					Invertebrate Complex	Complex 1							39.8
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		994	296													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				72.0
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		930	1381													39	1					Invertebrate Complex	Complex 1							45.7
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		1028	1538													39	1					Sponges	Small mixed			10000000				64.4
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		665	374													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				64.6
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		860	1519													39	1					Sponges	Erect forms			10000912				59.3
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		1046	1224													39	1					Invertebrate Complex	Complex 1							35.7
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		599	1569													39	1					Sponges	Massive forms			10000903				69.4
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		729	175													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				83.7
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		1044	288													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				74.2
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		928	1297													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				37.0
39_1_01_Left_MAH00236.MP4_0013093.jpg	      0		988	977													39	1					Unconsolidated	Sand	mud (fine sand)		82001015				15.9
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		1023	1424													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				34.6
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		1037	190													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				85.8
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		759	670													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				40.0
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		938	1080													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				12.6
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		981	1521													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				40.5
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		796	1505													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				35.6
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		904	1794													3	1					Unknown								62.4
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		641	730													3	1					Open Water								37.3
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		637	788													3	1					Open Water								32.7
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		644	1719													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				56.8
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		643	1611													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				47.4
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		586	60													3	1					Open Water								96.9
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		820	1834													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				65.3
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		876	1628													3	1					Unknown								47.2
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		717	7													3	1					Open Water								100.0
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		861	1423													3	1					Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				28.8
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		1022	655													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				45.7
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		591	346													3	1					Open Water								71.7
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		863	1329													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				20.5
3_1_01_Left_MAH00209.MP4_0050761.jpg	      0		706	1898													3	1					Unconsolidated	Sand	mud (fine sand)		82001015				71.7
40__01_Left_MAH00186.MP4_0020550.jpg	      0		690	1669													40	1					Unknown								78.6
40__01_Left_MAH00186.MP4_0020550.jpg	      0		737	598													40	1					Unknown								27.1
40__01_Left_MAH00186.MP4_0020550.jpg	      0		1008	859													40	1					Unconsolidated	Sand	mud (fine sand)		82001015				20.6
40__01_Left_MAH00186.MP4_0020550.jpg	      0		646	1565													40	1					Open Water								69.4
40__01_Left_MAH00186.MP4_0020550.jpg	      0		844	484													40	1					Unconsolidated	Sand	mud (fine sand)		82001015				37.8
40__01_Left_MAH00186.MP4_0020550.jpg	      0		1071	876													40	1					Unconsolidated	Sand	mud (fine sand)		82001015				26.7
40__01_Left_MAH00186.MP4_0020550.jpg	      0		649	202													40	1					Open Water								66.6
40__01_Left_MAH00186.MP4_0020550.jpg	      0		696	561													40	1					Open Water								31.6
40__01_Left_MAH00186.MP4_0020550.jpg	      0		693	1323													40	1					Unknown								45.4
40__01_Left_MAH00186.MP4_0020550.jpg	      0		659	1208													40	1					Open Water								35.7
40__01_Left_MAH00186.MP4_0020550.jpg	      0		714	1892													40	1					Unknown								100.0
40__01_Left_MAH00186.MP4_0020550.jpg	      0		1026	187													40	1					Unconsolidated	Sand	mud (fine sand)		82001015				70.1
40__01_Left_MAH00186.MP4_0020550.jpg	      0		989	275													40	1					Unconsolidated	Sand	mud (fine sand)		82001015				60.9
40__01_Left_MAH00186.MP4_0020550.jpg	      0		860	1522													40	1					Unconsolidated	Sand	mud (fine sand)		82001015				64.0
40__01_Left_MAH00186.MP4_0020550.jpg	      0		936	404													40	1					Unconsolidated	Sand	mud (fine sand)		82001015				47.3
40__01_Left_MAH00186.MP4_0020550.jpg	      0		830	443													40	1					Unconsolidated	Sand	mud (fine sand)		82001015				41.7
40__01_Left_MAH00186.MP4_0020550.jpg	      0		777	1277													40	1					Unconsolidated	Sand	mud (fine sand)		82001015				39.9
40__01_Left_MAH00186.MP4_0020550.jpg	      0		609	253													40	1					Open Water								62.9
40__01_Left_MAH00186.MP4_0020550.jpg	      0		776	176													40	1					Unknown								67.6
40__01_Left_MAH00186.MP4_0020550.jpg	      0		731	1610													40	1					Unknown								72.5
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		955	1619													41	1					Octocoral/Black	Branching (3D)			11168902				70.5
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		842	1266													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				33.4
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		627	1702													41	1					Open Water								80.9
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		1023	1900													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				100.0
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		877	734													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				21.2
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		1002	649													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				34.0
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		856	1537													41	1					Unknown								61.2
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		1030	791													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				24.6
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		988	766													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				23.3
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		775	1366													41	1					Unknown								44.2
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		561	1729													41	1					Open Water								85.5
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		794	281													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				67.2
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		902	813													41	1					Octocoral/Black	Branching (3D)			11168902				14.4
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		728	683													41	1					Unknown								28.4
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		1035	1330													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				44.8
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		1058	338													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				65.2
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		836	608													41	1					Unconsolidated	Sand	mud (fine sand)		82001015				33.7
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		564	161													41	1					Open Water								84.1
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		717	317													41	1					Unknown								64.5
41_1_01_Left_MAH00335.MP4_0020819.jpg	      0		589	170													41	1					Open Water								82.4
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		807	1203													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				33.0
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		797	1778													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				100.0
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		802	1647													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				84.6
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		860	257													42	1					Octocoral/Black	Branching (3D)			11168902				79.8
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		1039	981													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				18.9
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		930	757													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				21.5
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		967	667													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				32.9
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		1056	935													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				20.1
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		974	697													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				29.8
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		630	1142													42	1					Open Water								38.8
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		997	375													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				67.2
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		998	452													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				58.4
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		1061	1245													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				42.2
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		867	597													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				39.8
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		845	1018													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				10.9
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		1019	1411													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				58.4
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		934	744													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				23.2
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		781	954													42	1					Unconsolidated	Sand	mud (fine sand)		82001015				12.5
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		715	714													42	1					Octocoral/Black	Branching (3D)			11168902				32.7
42_1_01_Left_MAH00243.MP4_0022269.jpg	      0		624	1108													42	1					Open Water								37.0
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		942	1596													43	1					Unknown								65.4
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		606	1143													43	1					Unknown								27.6
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		877	470													43	1					Sponges	Hollow forms			10000909				53.7
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		803	247													43	1					Unknown								76.7
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		1043	1623													43	1					Unconsolidated	Sand	mud (fine sand)		82001015				71.0
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		974	252													43	1					Unconsolidated	Sand	mud (fine sand)		82001015				78.0
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		631	993													43	1					Unknown								19.3
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		576	558													43	1					Unknown								50.8
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		755	1315													43	1					Unconsolidated	Sand	mud (fine sand)		82001015				35.3
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		666	1412													43	1					Octocoral/Black	Branching (3D)			11168902				47.5
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		772	1606													43	1					Octocoral/Black	Branching (3D)			11168902				65.3
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		856	1560													43	1					Unconsolidated	Sand	mud (fine sand)		82001015				60.5
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		953	1393													43	1					Unconsolidated	Sand	mud (fine sand)		82001015				45.2
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		1063	386													43	1					Unconsolidated	Sand	mud (fine sand)		82001015				67.3
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		707	1315													43	1					Unknown								36.5
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		577	53													43	1					Unknown								100.0
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		1044	1859													43	1					Unknown								94.6
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		628	307													43	1					Unknown								73.1
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		1019	991													43	1					Unconsolidated	Pebble	gravel (gravel 2-10mm)		82001011				21.3
43_1_01_Left_MAH00198.MP4_0035733.jpg	      0		818	559													43	1					Sponges	Hollow forms			10000909				44.1
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		591	61													44	1					Open Water								88.2
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		965	15													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				90.2
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		707	1560													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				72.3
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		857	903													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				3.6
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		736	464													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				43.9
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		899	1738													44	1					Unknown								89.7
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		652	512													44	1					Unknown								42.2
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		981	977													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				18.2
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		606	1732													44	1					Open Water								92.0
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		1061	1813													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				100.0
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		992	125													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				79.4
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		816	260													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				63.9
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		1012	1239													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				41.9
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		775	755													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				14.0
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		975	629													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				29.3
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		670	1326													44	1					Unknown								49.9
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		989	1738													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				90.9
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		645	189													44	1					Unknown								73.9
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		749	1263													44	1					Unknown								41.2
44_1_01_Left_MAH00316.MP4_0048432.jpg	      0		1063	205													44	1					Unconsolidated	Sand	mud (fine sand)		82001015				73.3
45.jpg	      0		667	968													45	1					Unknown								12.5
45.jpg	      0		699	1474													45	1					Unknown								57.5
45.jpg	      0		878	1660													45	1					Unknown								77.9
45.jpg	      0		791	1136													45	1					Unconsolidated	Sand	mud (fine sand)		82001015				19.7
45.jpg	      0		786	882													45	1					Unconsolidated	Sand	mud (fine sand)		82001015				8.1
45.jpg	      0		960	991													45	1					Octocoral/Black	Branching (3D)			11168902				20.1
45.jpg	      0		748	582													45	1					Unknown								41.2
45.jpg	      0		973	1653													45	1					Unconsolidated	Sand	mud (fine sand)		82001015				79.3
45.jpg	      0		781	1206													45	1					Octocoral/Black	Branching (3D)			11168902				27.4
45.jpg	      0		809	1615													45	1					Unconsolidated	Sand	mud (fine sand)		82001015				72.3
45.jpg	      0		829	508													45	1					Unconsolidated	Sand	mud (fine sand)		82001015				49.5
45.jpg	      0		548	330													45	1					Open Water								73.2
45.jpg	      0		939	737													45	1					Octocoral/Black	Branching (3D)			11168902				29.7
45.jpg	      0		1007	404													45	1					Unconsolidated	Sand	mud (fine sand)		82001015				65.5
45.jpg	      0		689	171													45	1					Sponges	Erect forms			10000912				86.6
45.jpg	      0		851	589													45	1					Octocoral/Black	Branching (3D)			11168902				40.9
45.jpg	      0		694	1274													45	1					Unknown								36.1
45.jpg	      0		664	914													45	1					Unknown								13.5
45.jpg	      0		721	1866													45	1					Unknown								100.0
45.jpg	      0		570	161													45	1					Open Water								90.2
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		838	165													46	1					Octocoral/Black	Fan (2D)			11168912				42.1
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		957	40													46	1					Octocoral/Black	Fan (2D)			11168912				55.5
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		571	358													46	1					Octocoral/Black	Fan (2D)			11168912				29.4
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		617	325													46	1					Octocoral/Black	Fan (2D)			11168912				30.0
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		611	577													46	1					Octocoral/Black	Fan (2D)			11168912				13.8
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		884	1051													46	1					Octocoral/Black	Fan (2D)			11168912				38.6
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		1071	1088													46	1					Octocoral/Black	Fan (2D)			11168912				48.8
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		582	229													46	1					Octocoral/Black	Fan (2D)			11168912				39.0
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		889	59													46	1					Octocoral/Black	Fan (2D)			11168912				52.2
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		852	1761													46	1					Sponges	Hollow forms			10000909				100.0
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		706	85													46	1					Octocoral/Black	Fan (2D)			11168912				48.8
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		720	80													46	1					Octocoral/Black	Fan (2D)			11168912				49.1
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		640	409													46	1					Octocoral/Black	Fan (2D)			11168912				22.4
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		720	457													46	1					Octocoral/Black	Fan (2D)			11168912				16.0
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		850	467													46	1					Octocoral/Black	Fan (2D)			11168912				17.0
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		652	1672													46	1					Octocoral/Black	Fan (2D)			11168912				92.3
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		776	1191													46	1					Octocoral/Black	Fan (2D)			11168912				49.3
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		863	627													46	1					Octocoral/Black	Fan (2D)			11168912				9.5
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		672	1043													46	1					Octocoral/Black	Fan (2D)			11168912				36.9
46_1_01_Left_MAH00347.MP4_0079806.jpg	      0		659	1002													46	1					Octocoral/Black	Fan (2D)			11168912				33.6
47_1_01_Left_MAH00230.MP4_0000500.jpg	      0		763	1860													47	1					Unconsolidated	Sand	mud (fine sand)		82001015				75.2
47_1_01_Left_MAH00230.MP4_0000500.jpg	      0		1066	1445													47	1					Unconsolidated	Sand	mud (fine sand)		82001015				43.9
47_1_01_Left_MAH00230.MP4_0000500.jpg	      0		604	474													47	1					Open Water								76.8
47_1_01_Left_MAH00230.MP4_0000500.jpg	      0		743	845													47	1					Unconsolidated	Sand	mud (fine sand)		82001015				34.7
47_1_01_Left_MAH00230.MP4_0000500.jpg	      0		910	306													47	1					Unconsolidated	Sand	mud (fine sand)		82001015				93.9
47_1_01_Left_MAH00230.MP4_0000500.jpg	      0		830	1866													47	1					Unconsolidated	Sand	mud (fine sand)		82001015				76.1
47_1_01_Left_MAH00230.MP4_0000500.jpg	      0		790	1671													47	1					Unconsolidated	Sand	mud (fine sand)		82001015				54.8
47_1_01_Left_MAH00230.MP4_0000500.jpg	      0		565	644													47	1					Open Water								60.6
