"id","campaignid","sample","family","genus","species","length","range","latitude","longitude","date","time","location","status","site","depth","successful.count","successful.length"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",56.9093,937.5214,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",56.9093,937.5214,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",56.9093,937.5214,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",45.21714,1028.80487,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",45.21714,1028.80487,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",45.21714,1028.80487,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",45.21714,1028.80487,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",45.21714,1028.80487,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",45.21714,1028.80487,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",56.45149,1346.02596,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",56.45149,1346.02596,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",56.45149,1346.02596,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",56.45149,1346.02596,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",56.45149,1346.02596,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",56.45149,1346.02596,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",60.2729,1193.21408,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.86096,1215.70159,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.86096,1215.70159,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.86096,1215.70159,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.86096,1215.70159,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.86096,1215.70159,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.86096,1215.70159,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",50.52954,962.60016,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",50.52954,962.60016,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",50.52954,962.60016,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",50.52954,962.60016,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",50.52954,962.60016,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",50.52954,962.60016,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",62.80171,1128.7312,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",62.80171,1128.7312,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",62.80171,1128.7312,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",62.80171,1128.7312,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",62.80171,1128.7312,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",62.80171,1128.7312,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",62.80171,1128.7312,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",48.52035,1133.9353,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",48.52035,1133.9353,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",48.52035,1133.9353,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",48.52035,1133.9353,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",48.52035,1133.9353,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",48.52035,1133.9353,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.81716,1177.09498,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.81716,1177.09498,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.81716,1177.09498,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.81716,1177.09498,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.81716,1177.09498,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.81716,1177.09498,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.81716,1177.09498,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",49.75328,1330.90217,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",49.75328,1330.90217,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",49.75328,1330.90217,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",49.75328,1330.90217,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",49.75328,1330.90217,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",49.75328,1330.90217,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",43.86277,1374.7686,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",43.86277,1374.7686,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",43.86277,1374.7686,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",43.86277,1374.7686,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",43.86277,1374.7686,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",43.86277,1374.7686,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",54.78292,1400.62744,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",54.78292,1400.62744,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",54.78292,1400.62744,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",54.78292,1400.62744,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",54.78292,1400.62744,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",54.78292,1400.62744,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.74921,728.16553,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.74921,728.16553,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.74921,728.16553,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.74921,728.16553,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.74921,728.16553,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.74921,728.16553,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.74921,728.16553,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.74921,728.16553,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Apogonidae","Apogon","sp1",51.06295,724.46383,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Balistidae","Xanthichthys","lineopunctatus",298.26806,3540.49959,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Carangidae","Carangoides","spp",671.66728,6548.13782,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Carangidae","Carangoides","spp",615.01023,6189.38524,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Carangidae","Carangoides","spp",662.3379,7079.79638,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Carangidae","Carangoides","spp",662.3379,7079.79638,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Chaetodontidae","Heniochus","diphreutes",211.63403,2100.74678,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Chaetodontidae","Heniochus","diphreutes",211.63403,2100.74678,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Chaetodontidae","Heniochus","diphreutes",193.2813,1719.03236,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Chaetodontidae","Heniochus","diphreutes",193.2813,1719.03236,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Chaetodontidae","Heniochus","diphreutes",193.2813,1719.03236,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Labridae","Bodianus","solatus",268.89088,3729.34226,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Labridae","Bodianus","solatus",304.75001,3979.23841,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Labridae","Bodianus","solatus",381.78108,3711.52424,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Lethrinidae","Lethrinus","miniatus",556.67915,4797.72314,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Lethrinidae","Lethrinus","miniatus",488.03418,4024.09827,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Microdesmidae","Ptereleotris","heteroptera",76.37042,1271.18686,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Microdesmidae","Ptereleotris","heteroptera",76.37042,1271.18686,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Scombridae","Scomberomorus","spp",963.43064,5943.10294,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Scombridae","Scomberomorus","spp",963.43064,5943.10294,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Serranidae","Epinephelus","multinotatus",728.59422,7711.72449,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","Serranidae","Pseudanthias","fasciata",152.28494,1405.07143,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
"2022-05_PtCloates_BOSS.270","2022-05_PtCloates_BOSS","270","SUS","SUS","sus",50.81108,1535.56347,-22.7511,113.5387,"NA","NA","NA","No-take","NA",91,"Yes","Yes"
